label	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Source	Hybrid Capture Sequencing
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG-01		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	ATCC	yes
HS683_CENTRAL_NERVOUS_SYSTEM	Hs 683		M	central_nervous_system	glioma	NS	ATCC	yes
SW48_LARGE_INTESTINE	SW48		F	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
SQ1_LUNG	Sq-1			lung	carcinoma	squamous_cell_carcinoma	RIKEN	yes
SNU349_KIDNEY	SNU-349	NCI-SNU-349	M	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KCLB	yes
PK1_PANCREAS	PK-1			pancreas	carcinoma	NS	RIKEN	yes
SKLU1_LUNG	SK-LU-1		F	lung	carcinoma	adenocarcinoma	ATCC	yes
BICR18_UPPER_AERODIGESTIVE_TRACT	BICR 18		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ECACC	yes
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-16		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	DSMZ	yes
TE11_OESOPHAGUS	TE-11			oesophagus	carcinoma	squamous_cell_carcinoma	RIKEN	yes
PANC0327_PANCREAS	Panc 03.27		F	pancreas	carcinoma	ductal_carcinoma	ATCC	yes
CAL51_BREAST	CAL-51		F	breast	carcinoma	NS	DSMZ	yes
SNU719_STOMACH	SNU-719	NCI-SNU-719	M	stomach	carcinoma	NS	KCLB	yes
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Mino		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma	ATCC	yes
WM983B_SKIN	WM-983B			skin	malignant_melanoma	NS	Academic Lab	yes
TE8_OESOPHAGUS	TE-8			oesophagus	carcinoma	squamous_cell_carcinoma	RIKEN	yes
NCIH2170_LUNG	NCI-H2170	H2170	M	lung	carcinoma	squamous_cell_carcinoma	ATCC	yes
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-12-BM		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	DSMZ	yes
NCIH358_LUNG	NCI-H358	H358	M	lung	carcinoma	bronchioloalveolar_adenocarcinoma	ATCC	yes
KURAMOCHI_OVARY	KURAMOCHI		F	ovary	carcinoma	undifferentiated_carcinoma	HSRRB	yes
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP-1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	DSMZ	yes
HS600T_SKIN	Hs 600.T			skin	malignant_melanoma	NS	ATCC	yes
KELLY_AUTONOMIC_GANGLIA	KELLY			autonomic_ganglia	neuroblastoma	NS	DSMZ	yes
VMRCRCW_KIDNEY	VMRC-RCW		M	kidney	carcinoma	NS	RIKEN	yes
KYM1_SOFT_TISSUE	KYM-1			soft_tissue	rhabdomyosarcoma	NS	HSRRB	yes
ISTMES2_PLEURA	IST-MES2		M	pleura	mesothelioma	NS	ICLC	yes
LUDLU1_LUNG	LUDLU-1		M	lung	carcinoma	squamous_cell_carcinoma	ECACC	yes
KPL1_BREAST	KPL-1		F	breast	carcinoma	ductal_carcinoma	DSMZ	yes
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Pfeiffer		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	ATCC	yes
NCIH510_LUNG	NCI-H510	H510A | H510 | NCI-H510A	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
HS343T_BREAST	Hs 343.T		F	breast	carcinoma	NS	ATCC	yes
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1	U-266	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	ATCC	yes
G401_SOFT_TISSUE	G-401		M	soft_tissue	rhabdoid_tumour	NS	ATCC	yes
JHUEM3_ENDOMETRIUM	JHUEM-3			endometrium	carcinoma	adenocarcinoma	RIKEN	
EFO21_OVARY	EFO-21		F	ovary	carcinoma	serous_carcinoma	DSMZ	yes
SNU407_LARGE_INTESTINE	SNU-407	NCI-SNU-407	M	large_intestine	carcinoma	NS	KCLB	yes
HCC366_LUNG	HCC-366		F	lung	carcinoma	mixed_adenosquamous_carcinoma	DSMZ	yes
BC3C_URINARY_TRACT	BC-3C		F	urinary_tract	carcinoma	transitional_cell_carcinoma	DSMZ	
T173_BONE	T1-73			bone	osteosarcoma	NS	ATCC	yes
CHP212_AUTONOMIC_GANGLIA	CHP-212			autonomic_ganglia	neuroblastoma	NS	ATCC	yes
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CA46		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	yes
T47D_BREAST	T-47D		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	DSMZ	yes
HSC3_UPPER_AERODIGESTIVE_TRACT	HSC-3		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	HSRRB	yes
SJRH30_SOFT_TISSUE	SJRH30		M	soft_tissue	rhabdomyosarcoma	NS	ATCC	yes
NCIH1573_LUNG	NCI-H1573	H1573	F	lung	carcinoma	adenocarcinoma	ATCC	yes
HCT8_LARGE_INTESTINE	HCT-8		M	large_intestine	carcinoma	adenocarcinoma	KCLB	
NUGC3_STOMACH	NUGC-3		M	stomach	carcinoma	NS	HSRRB	yes
NCIH2030_LUNG	NCI-H2030	H2030	M	lung	carcinoma	non_small_cell_carcinoma	ATCC	yes
RD_SOFT_TISSUE	RD		F	soft_tissue	rhabdomyosarcoma	embryonal	ATCC	yes
CORL24_LUNG	COR-L24		M	lung	carcinoma	small_cell_carcinoma	ECACC	yes
T24_URINARY_TRACT	T24		F	urinary_tract	carcinoma	transitional_cell_carcinoma	ATCC	
RERFLCSQ1_LUNG	RERF-LC-Sq1		F	lung	carcinoma	squamous_cell_carcinoma	HSRRB	yes
SNU410_PANCREAS	SNU-410	NCI-SNU-410	M	pancreas	carcinoma	NS	KCLB	yes
GI1_CENTRAL_NERVOUS_SYSTEM	GI-1		M	central_nervous_system	glioma	gliosarcoma	RIKEN	yes
HT115_LARGE_INTESTINE	HT115			large_intestine	carcinoma	NS	ECACC	yes
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12-ICHIKAWA		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	DSMZ	yes
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK-11-5			haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	HSRRB	yes
NCIH2023_LUNG	NCI-H2023	H2023	M	lung	carcinoma	adenocarcinoma	ATCC	yes
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Set-2		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	essential_thrombocythaemia	DSMZ	yes
COLO684_ENDOMETRIUM	COLO 684		F	endometrium	carcinoma	adenocarcinoma	ECACC	yes
SW1417_LARGE_INTESTINE	SW1417		F	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
PATU8902_PANCREAS	PA-TU-8902		F	pancreas	carcinoma	ductal_carcinoma	DSMZ	yes
PK45H_PANCREAS	PK-45H			pancreas	carcinoma	NS	RIKEN	yes
OVCAR8_OVARY	OVCAR-8		F	ovary	carcinoma	NS	NCI/DCTD	yes
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML3		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	DSMZ	yes
SNU1_STOMACH	SNU-1	NCI-SNU-1	M	stomach	carcinoma	undifferentiated_adenocarcinoma	ATCC	yes
DMS53_LUNG	DMS 53		M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
SKMEL1_SKIN	SK-MEL-1		M	skin	malignant_melanoma	NS	ATCC	yes
RT112_URINARY_TRACT	RT-112		F	urinary_tract	carcinoma	transitional_cell_carcinoma	DSMZ	yes
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HTK-		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	ECACC	yes
NB1_AUTONOMIC_GANGLIA	NB-1		M	autonomic_ganglia	neuroblastoma	NS	HSRRB	yes
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
BICR16_UPPER_AERODIGESTIVE_TRACT	BICR 16		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	ECACC	yes
G361_SKIN	G-361		M	skin	malignant_melanoma	NS	ATCC	yes
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-6		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	DSMZ	yes
HS870T_BONE	Hs 870.T			bone	osteosarcoma	NS	ATCC	
NCIH1755_LUNG	NCI-H1755	H1755	F	lung	carcinoma	adenocarcinoma	ATCC	yes
NCIH2291_LUNG	NCI-H2291	H2291	M	lung	carcinoma	adenocarcinoma	ATCC	yes
SNU601_STOMACH	SNU-601	NCI-SNU-601	M	stomach	carcinoma	NS	KCLB	yes
DMS114_LUNG	DMS 114		M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
HS688AT_SKIN	Hs 688(A).T		M	skin	malignant_melanoma	NS	ATCC	yes
ALEXANDERCELLS_LIVER	Alexander cells		M	liver	carcinoma	hepatocellular_carcinoma	HSRRB	yes
L33_PANCREAS	L3.3			pancreas	carcinoma	NS	Academic Lab	yes
SKBR3_BREAST	SK-BR-3		F	breast	carcinoma	NS	ATCC	yes
NCIH1436_LUNG	NCI-H1436	H1436	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
ML1_THYROID	ML-1		F	thyroid	carcinoma	follicular_carcinoma	DSMZ	yes
GSU_STOMACH	GSU			stomach	carcinoma	adenocarcinoma	RIKEN	yes
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMO-1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	DSMZ	yes
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-4		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	DSMZ	yes
HS934T_SKIN	Hs 934.T		F	skin	malignant_melanoma	NS	ATCC	yes
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-M2		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	DSMZ	yes
BT474_BREAST	BT-474		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
OVISE_OVARY	OVISE		F	ovary	carcinoma	clear_cell_carcinoma	HSRRB	yes
NCIH1650_LUNG	NCI-H1650	H1650	M	lung	carcinoma	bronchioloalveolar_adenocarcinoma	ATCC	yes
SNU466_CENTRAL_NERVOUS_SYSTEM	SNU-466	NCI-SNU-466	M	central_nervous_system	glioma	astrocytoma_Grade_IV	KCLB	yes
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-3		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	DSMZ	yes
KYSE70_OESOPHAGUS	KYSE-70		M	oesophagus	carcinoma	squamous_cell_carcinoma	DSMZ	yes
KYSE180_OESOPHAGUS	KYSE-180		M	oesophagus	carcinoma	squamous_cell_carcinoma	DSMZ	yes
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-HD1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	DSMZ	yes
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	DSMZ	yes
WM2664_SKIN	WM-266-4		F	skin	malignant_melanoma	NS	ATCC	yes
CL40_LARGE_INTESTINE	CL-40		F	large_intestine	carcinoma	NS	DSMZ	yes
MHHES1_BONE	MHH-ES-1		M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	DSMZ	yes
HUH28_BILIARY_TRACT	HuH28			biliary_tract	carcinoma	NS	HSRRB	yes
NCIH841_LUNG	NCI-H841	H841	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
SNU283_LARGE_INTESTINE	SNU-283	NCI-SNU-283	F	large_intestine	carcinoma	NS	KCLB	yes
MHHNB11_AUTONOMIC_GANGLIA	MHH-NB-11		M	autonomic_ganglia	neuroblastoma	NS	DSMZ	yes
MIAPACA2_PANCREAS	MIA PaCa-2		M	pancreas	carcinoma	ductal_carcinoma	ATCC	yes
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	yes
TE6_OESOPHAGUS	TE-6			oesophagus	carcinoma	squamous_cell_carcinoma	RIKEN	yes
PC14_LUNG	PC-14			lung	carcinoma	non_small_cell_carcinoma	RIKEN	yes
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-B15		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	ATCC	yes
RERFGC1B_STOMACH	RERF-GC-1B		M	stomach	carcinoma	NS	HSRRB	yes
HCC70_BREAST	HCC70		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	HSRRB	yes
JHOS4_OVARY	JHOS-4		F	ovary	carcinoma	adenocarcinoma	RIKEN	yes
KP3_PANCREAS	KP-3			pancreas	carcinoma	ductal_carcinoma	HSRRB	yes
SNU761_LIVER	SNU-761	NCI-SNU-761	M	liver	carcinoma	hepatocellular_carcinoma	KCLB	yes
CAMA1_BREAST	CAMA-1		F	breast	carcinoma	NS	ATCC	yes
LCLC103H_LUNG	LCLC-103H		M	lung	carcinoma	large_cell_carcinoma	DSMZ	yes
SW1463_LARGE_INTESTINE	SW1463		F	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
